Id,Prediction
90,Colision_Vehiculos
91,Colision_Vehiculos
92,Colision_Vehiculos
93,Colision_Vehiculos
94,Colision_Vehiculos
95,Colision_Vehiculos
96,Colision_Vehiculos
97,Colision_Vehiculos
98,Colision_Vehiculos
99,Colision_Vehiculos
100,Colision_Vehiculos
101,Colision_Vehiculos
102,Colision_Vehiculos
103,Colision_Vehiculos
104,Colision_Vehiculos
105,Salida_Via
106,Colision_Vehiculos
107,Salida_Via
108,Salida_Via
109,Colision_Vehiculos
110,Colision_Vehiculos
111,Colision_Vehiculos
112,Colision_Vehiculos
113,Colision_Vehiculos
114,Colision_Vehiculos
115,Colision_Vehiculos
116,Atropello
117,Colision_Vehiculos
118,Colision_Vehiculos
119,Colision_Vehiculos
120,Colision_Vehiculos
121,Colision_Vehiculos
122,Colision_Vehiculos
123,Colision_Vehiculos
124,Salida_Via
125,Colision_Vehiculos
126,Salida_Via
127,Colision_Vehiculos
128,Colision_Vehiculos
129,Colision_Vehiculos
130,Colision_Vehiculos
131,Colision_Vehiculos
132,Colision_Vehiculos
133,Colision_Vehiculos
134,Colision_Vehiculos
135,Colision_Vehiculos
136,Colision_Vehiculos
137,Colision_Vehiculos
138,Colision_Vehiculos
139,Colision_Vehiculos
140,Colision_Vehiculos
141,Salida_Via
142,Colision_Vehiculos
143,Colision_Vehiculos
144,Colision_Vehiculos
145,Salida_Via
146,Salida_Via
147,Colision_Vehiculos
148,Colision_Vehiculos
149,Salida_Via
150,Colision_Vehiculos
151,Colision_Vehiculos
152,Colision_Vehiculos
153,Colision_Vehiculos
154,Colision_Vehiculos
155,Colision_Vehiculos
156,Salida_Via
157,Colision_Vehiculos
158,Colision_Vehiculos
159,Salida_Via
160,Colision_Vehiculos
161,Salida_Via
162,Colision_Vehiculos
163,Colision_Vehiculos
164,Colision_Vehiculos
165,Colision_Vehiculos
166,Colision_Vehiculos
167,Colision_Vehiculos
168,Colision_Vehiculos
169,Colision_Vehiculos
170,Colision_Vehiculos
171,Colision_Vehiculos
172,Colision_Vehiculos
173,Colision_Vehiculos
174,Colision_Vehiculos
175,Colision_Vehiculos
176,Colision_Vehiculos
177,Salida_Via
178,Colision_Vehiculos
179,Colision_Vehiculos
180,Colision_Vehiculos
181,Colision_Vehiculos
182,Colision_Vehiculos
183,Colision_Vehiculos
184,Colision_Vehiculos
185,Colision_Vehiculos
186,Colision_Vehiculos
187,Colision_Vehiculos
188,Colision_Vehiculos
189,Salida_Via
190,Salida_Via
191,Colision_Vehiculos
192,Colision_Vehiculos
193,Colision_Vehiculos
194,Colision_Vehiculos
195,Colision_Vehiculos
196,Colision_Vehiculos
197,Colision_Vehiculos
198,Colision_Vehiculos
199,Colision_Vehiculos
200,Colision_Vehiculos
201,Colision_Vehiculos
202,Colision_Vehiculos
203,Salida_Via
204,Salida_Via
205,Salida_Via
206,Colision_Vehiculos
207,Colision_Vehiculos
208,Colision_Vehiculos
209,Colision_Vehiculos
210,Colision_Vehiculos
211,Colision_Vehiculos
212,Colision_Vehiculos
213,Colision_Vehiculos
214,Colision_Vehiculos
215,Salida_Via
216,Colision_Vehiculos
217,Colision_Vehiculos
218,Colision_Vehiculos
219,Colision_Vehiculos
220,Salida_Via
221,Colision_Vehiculos
222,Colision_Vehiculos
223,Colision_Vehiculos
224,Colision_Vehiculos
225,Colision_Vehiculos
226,Salida_Via
227,Atropello
228,Colision_Vehiculos
229,Colision_Vehiculos
230,Salida_Via
231,Salida_Via
232,Colision_Vehiculos
233,Colision_Vehiculos
234,Colision_Vehiculos
235,Colision_Vehiculos
236,Salida_Via
237,Salida_Via
238,Salida_Via
239,Colision_Vehiculos
240,Colision_Vehiculos
241,Colision_Vehiculos
242,Colision_Vehiculos
243,Colision_Vehiculos
244,Colision_Vehiculos
245,Colision_Vehiculos
246,Colision_Vehiculos
247,Colision_Vehiculos
248,Colision_Vehiculos
249,Colision_Vehiculos
250,Colision_Vehiculos
251,Colision_Vehiculos
252,Colision_Vehiculos
253,Salida_Via
254,Colision_Vehiculos
255,Colision_Vehiculos
256,Atropello
257,Colision_Vehiculos
258,Salida_Via
259,Colision_Vehiculos
260,Colision_Vehiculos
261,Colision_Vehiculos
262,Salida_Via
263,Colision_Vehiculos
264,Colision_Vehiculos
265,Colision_Vehiculos
266,Colision_Vehiculos
267,Salida_Via
268,Colision_Vehiculos
269,Colision_Vehiculos
270,Salida_Via
271,Colision_Vehiculos
272,Colision_Vehiculos
273,Salida_Via
274,Colision_Vehiculos
275,Colision_Vehiculos
276,Colision_Vehiculos
277,Colision_Vehiculos
278,Colision_Vehiculos
279,Colision_Vehiculos
280,Salida_Via
281,Colision_Vehiculos
282,Colision_Vehiculos
283,Colision_Vehiculos
284,Salida_Via
285,Colision_Vehiculos
286,Colision_Vehiculos
287,Colision_Vehiculos
288,Colision_Vehiculos
289,Colision_Vehiculos
290,Colision_Vehiculos
291,Colision_Vehiculos
292,Colision_Vehiculos
293,Salida_Via
294,Colision_Vehiculos
295,Colision_Vehiculos
296,Atropello
297,Colision_Vehiculos
298,Colision_Vehiculos
299,Colision_Vehiculos
300,Salida_Via
301,Colision_Vehiculos
302,Salida_Via
303,Colision_Vehiculos
304,Salida_Via
305,Colision_Vehiculos
306,Colision_Vehiculos
307,Colision_Vehiculos
308,Colision_Vehiculos
309,Salida_Via
310,Colision_Vehiculos
311,Colision_Vehiculos
312,Colision_Vehiculos
313,Colision_Vehiculos
314,Colision_Vehiculos
315,Colision_Vehiculos
316,Colision_Vehiculos
317,Colision_Vehiculos
318,Colision_Vehiculos
319,Otro
320,Colision_Vehiculos
321,Colision_Vehiculos
322,Colision_Vehiculos
323,Colision_Vehiculos
324,Colision_Vehiculos
325,Colision_Vehiculos
326,Colision_Vehiculos
327,Colision_Vehiculos
328,Salida_Via
329,Colision_Vehiculos
330,Colision_Vehiculos
331,Colision_Vehiculos
332,Colision_Vehiculos
333,Colision_Vehiculos
334,Atropello
335,Colision_Vehiculos
336,Colision_Vehiculos
337,Colision_Vehiculos
338,Colision_Vehiculos
339,Colision_Vehiculos
340,Colision_Vehiculos
341,Colision_Vehiculos
342,Colision_Vehiculos
343,Atropello
344,Colision_Vehiculos
345,Colision_Vehiculos
346,Colision_Vehiculos
347,Colision_Vehiculos
348,Colision_Vehiculos
349,Colision_Vehiculos
350,Colision_Vehiculos
351,Colision_Vehiculos
352,Colision_Vehiculos
353,Colision_Vehiculos
354,Colision_Vehiculos
355,Colision_Vehiculos
356,Colision_Vehiculos
357,Colision_Vehiculos
358,Colision_Vehiculos
359,Colision_Vehiculos
360,Salida_Via
361,Colision_Vehiculos
362,Colision_Vehiculos
363,Colision_Vehiculos
364,Colision_Vehiculos
365,Colision_Vehiculos
366,Colision_Vehiculos
367,Colision_Vehiculos
368,Atropello
369,Colision_Vehiculos
370,Colision_Vehiculos
371,Colision_Vehiculos
372,Colision_Vehiculos
373,Colision_Vehiculos
374,Colision_Vehiculos
375,Colision_Vehiculos
376,Colision_Vehiculos
377,Otro
378,Colision_Vehiculos
379,Colision_Vehiculos
380,Colision_Vehiculos
381,Colision_Vehiculos
382,Colision_Vehiculos
383,Colision_Vehiculos
384,Salida_Via
385,Colision_Vehiculos
386,Colision_Vehiculos
387,Colision_Vehiculos
388,Salida_Via
389,Colision_Vehiculos
390,Colision_Vehiculos
391,Colision_Vehiculos
392,Salida_Via
393,Colision_Vehiculos
394,Colision_Vehiculos
395,Colision_Vehiculos
396,Colision_Vehiculos
397,Colision_Vehiculos
398,Colision_Vehiculos
399,Colision_Vehiculos
400,Colision_Vehiculos
401,Colision_Vehiculos
402,Colision_Vehiculos
403,Colision_Vehiculos
404,Colision_Vehiculos
405,Colision_Vehiculos
406,Colision_Vehiculos
407,Colision_Vehiculos
408,Colision_Vehiculos
409,Colision_Vehiculos
410,Colision_Vehiculos
411,Colision_Vehiculos
412,Colision_Vehiculos
413,Colision_Vehiculos
414,Colision_Vehiculos
415,Colision_Vehiculos
416,Salida_Via
417,Colision_Vehiculos
418,Colision_Vehiculos
419,Colision_Vehiculos
420,Colision_Vehiculos
421,Colision_Vehiculos
422,Colision_Vehiculos
423,Colision_Vehiculos
424,Colision_Vehiculos
425,Colision_Vehiculos
426,Colision_Vehiculos
427,Colision_Vehiculos
428,Colision_Vehiculos
429,Colision_Vehiculos
430,Salida_Via
431,Colision_Vehiculos
432,Colision_Vehiculos
433,Salida_Via
434,Colision_Vehiculos
435,Colision_Vehiculos
436,Salida_Via
437,Colision_Vehiculos
438,Colision_Vehiculos
439,Salida_Via
440,Colision_Vehiculos
441,Colision_Vehiculos
442,Salida_Via
443,Colision_Vehiculos
444,Colision_Vehiculos
445,Colision_Vehiculos
446,Colision_Vehiculos
447,Salida_Via
448,Colision_Vehiculos
449,Colision_Vehiculos
450,Atropello
451,Colision_Vehiculos
452,Colision_Vehiculos
453,Colision_Vehiculos
454,Colision_Vehiculos
455,Colision_Vehiculos
456,Colision_Vehiculos
457,Colision_Vehiculos
458,Colision_Vehiculos
459,Colision_Vehiculos
460,Colision_Vehiculos
461,Atropello
462,Colision_Vehiculos
463,Colision_Vehiculos
464,Colision_Vehiculos
465,Colision_Vehiculos
466,Colision_Vehiculos
467,Salida_Via
468,Colision_Vehiculos
469,Colision_Vehiculos
470,Colision_Vehiculos
471,Colision_Vehiculos
472,Colision_Vehiculos
473,Colision_Vehiculos
474,Colision_Vehiculos
475,Salida_Via
476,Colision_Vehiculos
477,Salida_Via
478,Colision_Vehiculos
479,Colision_Vehiculos
480,Colision_Vehiculos
481,Colision_Vehiculos
482,Salida_Via
483,Colision_Vehiculos
484,Atropello
485,Colision_Vehiculos
486,Colision_Vehiculos
487,Colision_Vehiculos
488,Colision_Vehiculos
489,Salida_Via
490,Colision_Vehiculos
491,Colision_Vehiculos
492,Colision_Vehiculos
493,Salida_Via
494,Colision_Vehiculos
495,Colision_Vehiculos
496,Colision_Vehiculos
497,Salida_Via
498,Colision_Vehiculos
499,Colision_Vehiculos
500,Colision_Vehiculos
501,Salida_Via
502,Colision_Vehiculos
503,Colision_Vehiculos
504,Atropello
505,Salida_Via
506,Colision_Vehiculos
507,Salida_Via
508,Colision_Vehiculos
509,Colision_Vehiculos
510,Colision_Vehiculos
511,Colision_Vehiculos
512,Colision_Vehiculos
513,Salida_Via
514,Colision_Vehiculos
515,Colision_Vehiculos
516,Colision_Vehiculos
517,Colision_Vehiculos
518,Colision_Vehiculos
519,Colision_Vehiculos
520,Colision_Vehiculos
521,Colision_Vehiculos
522,Colision_Vehiculos
523,Colision_Vehiculos
524,Atropello
525,Colision_Vehiculos
526,Colision_Vehiculos
527,Salida_Via
528,Colision_Vehiculos
529,Colision_Vehiculos
530,Salida_Via
531,Colision_Vehiculos
532,Colision_Vehiculos
533,Colision_Vehiculos
534,Salida_Via
535,Colision_Vehiculos
536,Colision_Vehiculos
537,Colision_Vehiculos
538,Colision_Vehiculos
539,Salida_Via
540,Colision_Vehiculos
541,Colision_Vehiculos
542,Salida_Via
543,Salida_Via
544,Colision_Vehiculos
545,Atropello
546,Colision_Vehiculos
547,Colision_Vehiculos
548,Atropello
549,Colision_Vehiculos
550,Colision_Vehiculos
551,Colision_Vehiculos
552,Colision_Vehiculos
553,Colision_Vehiculos
554,Salida_Via
555,Colision_Vehiculos
556,Colision_Vehiculos
557,Colision_Vehiculos
558,Salida_Via
559,Atropello
560,Colision_Vehiculos
561,Colision_Vehiculos
562,Colision_Vehiculos
563,Colision_Vehiculos
564,Colision_Vehiculos
565,Colision_Vehiculos
566,Salida_Via
567,Colision_Vehiculos
568,Colision_Vehiculos
569,Colision_Vehiculos
570,Colision_Vehiculos
571,Colision_Vehiculos
572,Colision_Vehiculos
573,Salida_Via
574,Salida_Via
575,Colision_Vehiculos
576,Salida_Via
577,Colision_Vehiculos
578,Colision_Vehiculos
579,Colision_Vehiculos
580,Colision_Vehiculos
581,Salida_Via
582,Salida_Via
583,Colision_Vehiculos
584,Salida_Via
585,Colision_Vehiculos
586,Colision_Vehiculos
587,Colision_Vehiculos
588,Colision_Vehiculos
589,Colision_Vehiculos
590,Colision_Vehiculos
591,Salida_Via
592,Salida_Via
593,Salida_Via
594,Colision_Vehiculos
595,Colision_Vehiculos
596,Colision_Vehiculos
597,Colision_Vehiculos
598,Colision_Vehiculos
599,Colision_Vehiculos
600,Colision_Vehiculos
601,Colision_Vehiculos
602,Colision_Vehiculos
603,Colision_Vehiculos
604,Salida_Via
605,Salida_Via
606,Colision_Vehiculos
607,Salida_Via
608,Colision_Vehiculos
609,Salida_Via
610,Salida_Via
611,Colision_Vehiculos
612,Colision_Vehiculos
613,Colision_Vehiculos
614,Salida_Via
615,Colision_Vehiculos
616,Colision_Vehiculos
617,Colision_Vehiculos
618,Colision_Vehiculos
619,Colision_Vehiculos
620,Colision_Vehiculos
621,Colision_Vehiculos
622,Colision_Vehiculos
623,Colision_Vehiculos
624,Colision_Vehiculos
625,Colision_Vehiculos
626,Colision_Vehiculos
627,Colision_Vehiculos
628,Colision_Vehiculos
629,Colision_Vehiculos
630,Colision_Vehiculos
631,Colision_Vehiculos
632,Colision_Vehiculos
633,Colision_Vehiculos
634,Salida_Via
635,Colision_Vehiculos
636,Colision_Vehiculos
637,Colision_Vehiculos
638,Salida_Via
639,Colision_Vehiculos
640,Colision_Vehiculos
641,Colision_Vehiculos
642,Colision_Vehiculos
643,Colision_Vehiculos
644,Atropello
645,Colision_Vehiculos
646,Colision_Vehiculos
647,Colision_Vehiculos
648,Colision_Vehiculos
649,Colision_Vehiculos
650,Colision_Vehiculos
651,Colision_Vehiculos
652,Colision_Vehiculos
653,Colision_Vehiculos
654,Atropello
655,Colision_Vehiculos
656,Colision_Vehiculos
657,Colision_Vehiculos
658,Colision_Vehiculos
659,Colision_Vehiculos
660,Colision_Vehiculos
661,Colision_Vehiculos
662,Colision_Vehiculos
663,Colision_Vehiculos
664,Salida_Via
665,Colision_Vehiculos
666,Colision_Vehiculos
667,Colision_Vehiculos
668,Colision_Vehiculos
669,Atropello
670,Colision_Vehiculos
671,Colision_Vehiculos
672,Colision_Vehiculos
673,Colision_Vehiculos
674,Salida_Via
675,Colision_Vehiculos
676,Colision_Vehiculos
677,Otro
678,Colision_Vehiculos
679,Colision_Vehiculos
680,Colision_Vehiculos
681,Colision_Vehiculos
682,Salida_Via
683,Colision_Vehiculos
684,Colision_Vehiculos
685,Colision_Vehiculos
686,Colision_Vehiculos
687,Colision_Vehiculos
688,Colision_Vehiculos
689,Colision_Vehiculos
690,Salida_Via
691,Colision_Vehiculos
692,Colision_Vehiculos
693,Colision_Vehiculos
694,Colision_Vehiculos
695,Colision_Vehiculos
696,Colision_Vehiculos
697,Colision_Vehiculos
698,Colision_Vehiculos
699,Colision_Vehiculos
700,Colision_Vehiculos
701,Colision_Vehiculos
702,Colision_Vehiculos
703,Colision_Vehiculos
704,Colision_Vehiculos
705,Colision_Vehiculos
706,Colision_Vehiculos
707,Colision_Vehiculos
708,Salida_Via
709,Colision_Vehiculos
710,Salida_Via
711,Colision_Vehiculos
712,Atropello
713,Colision_Vehiculos
714,Colision_Vehiculos
715,Colision_Vehiculos
716,Colision_Vehiculos
717,Colision_Vehiculos
718,Salida_Via
719,Salida_Via
720,Colision_Vehiculos
721,Colision_Vehiculos
722,Salida_Via
723,Otro
724,Salida_Via
725,Otro
726,Colision_Vehiculos
727,Colision_Vehiculos
728,Colision_Vehiculos
729,Colision_Vehiculos
730,Colision_Vehiculos
731,Colision_Vehiculos
732,Salida_Via
733,Colision_Vehiculos
734,Colision_Vehiculos
735,Salida_Via
736,Colision_Vehiculos
737,Atropello
738,Colision_Vehiculos
739,Colision_Vehiculos
740,Colision_Vehiculos
741,Salida_Via
742,Salida_Via
743,Colision_Vehiculos
744,Colision_Vehiculos
745,Salida_Via
746,Salida_Via
747,Colision_Vehiculos
748,Colision_Vehiculos
749,Colision_Vehiculos
750,Salida_Via
751,Colision_Vehiculos
752,Salida_Via
753,Salida_Via
754,Salida_Via
755,Colision_Vehiculos
756,Colision_Vehiculos
757,Colision_Vehiculos
758,Colision_Vehiculos
759,Colision_Vehiculos
760,Colision_Vehiculos
761,Colision_Vehiculos
762,Colision_Vehiculos
763,Colision_Vehiculos
764,Colision_Vehiculos
765,Colision_Vehiculos
766,Colision_Vehiculos
767,Salida_Via
768,Colision_Vehiculos
769,Salida_Via
770,Colision_Vehiculos
771,Colision_Vehiculos
772,Atropello
773,Salida_Via
774,Colision_Vehiculos
775,Colision_Vehiculos
776,Colision_Vehiculos
777,Salida_Via
778,Colision_Vehiculos
779,Colision_Vehiculos
780,Salida_Via
781,Colision_Vehiculos
782,Colision_Vehiculos
783,Colision_Vehiculos
784,Colision_Vehiculos
785,Colision_Vehiculos
786,Colision_Vehiculos
787,Colision_Vehiculos
788,Colision_Vehiculos
789,Colision_Vehiculos
790,Colision_Vehiculos
791,Colision_Vehiculos
792,Atropello
793,Salida_Via
794,Colision_Vehiculos
795,Salida_Via
796,Colision_Vehiculos
797,Colision_Vehiculos
798,Colision_Vehiculos
799,Colision_Vehiculos
800,Colision_Vehiculos
801,Colision_Vehiculos
802,Colision_Vehiculos
803,Colision_Vehiculos
804,Colision_Vehiculos
805,Salida_Via
806,Colision_Vehiculos
807,Colision_Vehiculos
808,Colision_Vehiculos
809,Colision_Vehiculos
810,Atropello
811,Colision_Vehiculos
812,Colision_Vehiculos
813,Colision_Vehiculos
814,Colision_Vehiculos
815,Colision_Vehiculos
816,Colision_Vehiculos
817,Colision_Vehiculos
818,Salida_Via
819,Colision_Vehiculos
820,Colision_Vehiculos
821,Colision_Vehiculos
822,Colision_Vehiculos
823,Colision_Vehiculos
824,Colision_Vehiculos
825,Colision_Vehiculos
826,Colision_Vehiculos
827,Colision_Vehiculos
828,Colision_Vehiculos
829,Colision_Vehiculos
830,Colision_Vehiculos
831,Colision_Vehiculos
832,Colision_Vehiculos
833,Salida_Via
834,Colision_Vehiculos
835,Colision_Vehiculos
836,Colision_Vehiculos
837,Colision_Vehiculos
838,Colision_Vehiculos
839,Colision_Vehiculos
840,Colision_Vehiculos
841,Colision_Vehiculos
842,Colision_Vehiculos
843,Colision_Vehiculos
844,Salida_Via
845,Colision_Vehiculos
846,Colision_Vehiculos
847,Colision_Vehiculos
848,Colision_Vehiculos
849,Colision_Vehiculos
850,Salida_Via
851,Colision_Vehiculos
852,Colision_Vehiculos
853,Colision_Vehiculos
854,Colision_Vehiculos
855,Colision_Vehiculos
856,Colision_Vehiculos
857,Colision_Vehiculos
858,Salida_Via
859,Colision_Vehiculos
860,Colision_Vehiculos
861,Colision_Vehiculos
862,Salida_Via
863,Colision_Vehiculos
864,Salida_Via
865,Colision_Vehiculos
866,Colision_Vehiculos
867,Colision_Vehiculos
868,Colision_Vehiculos
869,Colision_Vehiculos
870,Colision_Vehiculos
871,Colision_Vehiculos
872,Colision_Vehiculos
873,Colision_Vehiculos
874,Colision_Vehiculos
875,Colision_Vehiculos
876,Colision_Vehiculos
877,Colision_Vehiculos
878,Salida_Via
879,Colision_Vehiculos
880,Colision_Vehiculos
881,Colision_Vehiculos
882,Colision_Vehiculos
883,Salida_Via
884,Otro
885,Colision_Vehiculos
886,Colision_Vehiculos
887,Colision_Vehiculos
888,Colision_Vehiculos
889,Colision_Vehiculos
890,Colision_Vehiculos
891,Colision_Vehiculos
892,Salida_Via
893,Salida_Via
894,Colision_Vehiculos
895,Colision_Vehiculos
896,Colision_Vehiculos
897,Colision_Vehiculos
898,Colision_Vehiculos
899,Colision_Vehiculos
900,Colision_Vehiculos
901,Colision_Vehiculos
902,Colision_Vehiculos
903,Salida_Via
904,Colision_Vehiculos
905,Colision_Vehiculos
906,Colision_Vehiculos
907,Salida_Via
908,Colision_Vehiculos
909,Salida_Via
910,Colision_Vehiculos
911,Colision_Vehiculos
912,Colision_Vehiculos
913,Colision_Vehiculos
914,Colision_Vehiculos
915,Salida_Via
916,Colision_Vehiculos
917,Colision_Vehiculos
918,Salida_Via
919,Colision_Vehiculos
920,Colision_Vehiculos
921,Colision_Vehiculos
922,Colision_Vehiculos
923,Salida_Via
924,Salida_Via
925,Colision_Vehiculos
926,Colision_Vehiculos
927,Colision_Vehiculos
928,Colision_Vehiculos
929,Colision_Vehiculos
930,Salida_Via
931,Salida_Via
932,Colision_Vehiculos
933,Colision_Vehiculos
934,Colision_Vehiculos
935,Colision_Vehiculos
936,Colision_Vehiculos
937,Colision_Vehiculos
938,Colision_Vehiculos
939,Colision_Vehiculos
940,Colision_Vehiculos
941,Colision_Vehiculos
942,Colision_Vehiculos
943,Salida_Via
944,Colision_Vehiculos
945,Colision_Vehiculos
946,Colision_Vehiculos
947,Colision_Vehiculos
948,Colision_Vehiculos
949,Colision_Vehiculos
950,Colision_Vehiculos
951,Colision_Vehiculos
952,Colision_Vehiculos
953,Colision_Vehiculos
954,Colision_Vehiculos
955,Colision_Vehiculos
956,Colision_Vehiculos
957,Colision_Vehiculos
958,Colision_Vehiculos
959,Colision_Vehiculos
960,Colision_Vehiculos
961,Salida_Via
962,Colision_Vehiculos
963,Colision_Vehiculos
964,Salida_Via
965,Colision_Vehiculos
966,Colision_Vehiculos
967,Colision_Vehiculos
968,Colision_Vehiculos
969,Colision_Vehiculos
970,Atropello
971,Salida_Via
972,Colision_Vehiculos
973,Colision_Vehiculos
974,Colision_Vehiculos
975,Colision_Vehiculos
976,Colision_Vehiculos
977,Colision_Vehiculos
978,Colision_Vehiculos
979,Colision_Vehiculos
980,Colision_Vehiculos
981,Salida_Via
982,Colision_Vehiculos
983,Colision_Vehiculos
984,Salida_Via
985,Colision_Vehiculos
986,Colision_Vehiculos
987,Colision_Vehiculos
988,Colision_Vehiculos
989,Colision_Vehiculos
990,Colision_Vehiculos
991,Colision_Vehiculos
992,Colision_Vehiculos
993,Colision_Vehiculos
994,Colision_Vehiculos
995,Colision_Vehiculos
996,Colision_Vehiculos
997,Colision_Vehiculos
998,Salida_Via
999,Colision_Vehiculos
1000,Colision_Vehiculos
1001,Salida_Via
1002,Colision_Vehiculos
1003,Colision_Vehiculos
1004,Salida_Via
1005,Colision_Vehiculos
1006,Colision_Vehiculos
1007,Colision_Vehiculos
1008,Colision_Vehiculos
1009,Colision_Vehiculos
1010,Colision_Vehiculos
1011,Salida_Via
1012,Salida_Via
1013,Colision_Vehiculos
1014,Colision_Vehiculos
1015,Colision_Vehiculos
1016,Colision_Vehiculos
1017,Salida_Via
1018,Colision_Vehiculos
1019,Colision_Vehiculos
1020,Colision_Vehiculos
1021,Salida_Via
1022,Atropello
1023,Salida_Via
1024,Colision_Vehiculos
1025,Colision_Vehiculos
1026,Colision_Vehiculos
1027,Colision_Vehiculos
1028,Colision_Vehiculos
1029,Colision_Vehiculos
1030,Atropello
1031,Colision_Vehiculos
1032,Colision_Vehiculos
1033,Colision_Vehiculos
1034,Colision_Vehiculos
1035,Colision_Vehiculos
1036,Colision_Vehiculos
1037,Colision_Vehiculos
1038,Colision_Vehiculos
1039,Salida_Via
1040,Colision_Vehiculos
1041,Colision_Vehiculos
1042,Colision_Vehiculos
1043,Colision_Vehiculos
1044,Colision_Vehiculos
1045,Colision_Vehiculos
1046,Colision_Vehiculos
1047,Colision_Vehiculos
1048,Colision_Vehiculos
1049,Colision_Vehiculos
1050,Colision_Vehiculos
1051,Colision_Vehiculos
1052,Colision_Vehiculos
1053,Colision_Vehiculos
1054,Salida_Via
1055,Salida_Via
1056,Colision_Vehiculos
1057,Salida_Via
1058,Colision_Vehiculos
1059,Colision_Vehiculos
1060,Atropello
1061,Colision_Vehiculos
1062,Colision_Vehiculos
1063,Colision_Vehiculos
1064,Atropello
1065,Colision_Vehiculos
1066,Colision_Vehiculos
1067,Colision_Vehiculos
1068,Colision_Vehiculos
1069,Colision_Vehiculos
1070,Colision_Vehiculos
1071,Colision_Vehiculos
1072,Colision_Vehiculos
1073,Colision_Vehiculos
1074,Colision_Vehiculos
1075,Atropello
1076,Colision_Vehiculos
1077,Colision_Vehiculos
1078,Colision_Vehiculos
1079,Salida_Via
1080,Colision_Vehiculos
1081,Colision_Vehiculos
1082,Colision_Vehiculos
1083,Colision_Vehiculos
1084,Colision_Vehiculos
1085,Colision_Vehiculos
1086,Colision_Vehiculos
1087,Colision_Vehiculos
1088,Colision_Vehiculos
1089,Colision_Vehiculos
1090,Colision_Vehiculos
1091,Colision_Vehiculos
1092,Colision_Vehiculos
1093,Colision_Vehiculos
1094,Salida_Via
1095,Colision_Vehiculos
1096,Salida_Via
1097,Colision_Vehiculos
1098,Colision_Vehiculos
1099,Salida_Via
1100,Colision_Vehiculos
1101,Colision_Vehiculos
1102,Colision_Vehiculos
1103,Colision_Vehiculos
1104,Colision_Vehiculos
1105,Colision_Vehiculos
1106,Colision_Vehiculos
1107,Colision_Vehiculos
1108,Colision_Vehiculos
1109,Colision_Vehiculos
1110,Colision_Vehiculos
1111,Salida_Via
1112,Colision_Vehiculos
1113,Colision_Vehiculos
1114,Colision_Vehiculos
1115,Salida_Via
1116,Colision_Vehiculos
1117,Colision_Vehiculos
1118,Colision_Vehiculos
1119,Salida_Via
1120,Colision_Vehiculos
1121,Colision_Vehiculos
1122,Colision_Vehiculos
1123,Colision_Vehiculos
1124,Colision_Vehiculos
1125,Colision_Vehiculos
1126,Colision_Vehiculos
1127,Colision_Vehiculos
1128,Atropello
1129,Colision_Vehiculos
1130,Salida_Via
1131,Colision_Vehiculos
1132,Colision_Vehiculos
1133,Colision_Vehiculos
1134,Colision_Vehiculos
1135,Colision_Vehiculos
1136,Colision_Vehiculos
1137,Salida_Via
