"","Id","Prediction"
"112","112","Colision_Vehiculos"
"113","113","Colision_Vehiculos"
"114","114","Colision_Vehiculos"
"115","115","Colision_Vehiculos"
"116","116","Colision_Vehiculos"
"117","117","Salida_Via"
"118","118","Colision_Vehiculos"
"119","119","Colision_Vehiculos"
"120","120","Colision_Vehiculos"
"121","121","Salida_Via"
"122","122","Salida_Via"
"123","123","Colision_Vehiculos"
"124","124","Salida_Via"
"125","125","Salida_Via"
"126","126","Colision_Vehiculos"
"127","127","Colision_Vehiculos"
"128","128","Salida_Via"
"129","129","Colision_Vehiculos"
"130","130","Colision_Vehiculos"
"131","131","Colision_Vehiculos"
"132","132","Colision_Vehiculos"
"133","133","Colision_Vehiculos"
"134","134","Colision_Vehiculos"
"135","135","Colision_Vehiculos"
"136","136","Colision_Vehiculos"
"137","137","Salida_Via"
"138","138","Salida_Via"
"139","139","Salida_Via"
"140","140","Colision_Vehiculos"
"141","141","Salida_Via"
"142","142","Colision_Vehiculos"
"143","143","Colision_Vehiculos"
"144","144","Colision_Vehiculos"
"145","145","Colision_Vehiculos"
"146","146","Colision_Vehiculos"
"147","147","Salida_Via"
"148","148","Salida_Via"
"149","149","Colision_Vehiculos"
"150","150","Salida_Via"
"151","151","Colision_Vehiculos"
"152","152","Colision_Vehiculos"
"153","153","Colision_Vehiculos"
"154","154","Colision_Vehiculos"
"155","155","Colision_Vehiculos"
"156","156","Colision_Vehiculos"
"157","157","Salida_Via"
"158","158","Colision_Vehiculos"
"159","159","Salida_Via"
"160","160","Salida_Via"
"161","161","Colision_Vehiculos"
"162","162","Salida_Via"
"163","163","Salida_Via"
"164","164","Salida_Via"
"165","165","Salida_Via"
"166","166","Colision_Vehiculos"
"167","167","Colision_Vehiculos"
"168","168","Colision_Vehiculos"
"169","169","Salida_Via"
"170","170","Colision_Vehiculos"
"171","171","Colision_Vehiculos"
"172","172","Salida_Via"
"173","173","Colision_Vehiculos"
"174","174","Colision_Vehiculos"
"175","175","Colision_Vehiculos"
"176","176","Salida_Via"
"177","177","Salida_Via"
"178","178","Colision_Vehiculos"
"179","179","Colision_Vehiculos"
"180","180","Colision_Vehiculos"
"181","181","Salida_Via"
"182","182","Colision_Vehiculos"
"183","183","Colision_Vehiculos"
"184","184","Colision_Vehiculos"
"185","185","Colision_Vehiculos"
"186","186","Salida_Via"
"187","187","Colision_Vehiculos"
"188","188","Colision_Vehiculos"
"189","189","Salida_Via"
"190","190","Salida_Via"
"191","191","Colision_Vehiculos"
"192","192","Salida_Via"
"193","193","Salida_Via"
"194","194","Colision_Vehiculos"
"195","195","Colision_Vehiculos"
"196","196","Colision_Vehiculos"
"197","197","Colision_Vehiculos"
"198","198","Salida_Via"
"199","199","Salida_Via"
"200","200","Colision_Vehiculos"
"201","201","Colision_Vehiculos"
"202","202","Colision_Vehiculos"
"203","203","Colision_Vehiculos"
"204","204","Salida_Via"
"205","205","Salida_Via"
"206","206","Salida_Via"
"207","207","Salida_Via"
"208","208","Colision_Vehiculos"
"209","209","Colision_Vehiculos"
"210","210","Salida_Via"
"211","211","Colision_Vehiculos"
"212","212","Colision_Vehiculos"
"213","213","Colision_Vehiculos"
"214","214","Colision_Vehiculos"
"215","215","Salida_Via"
"216","216","Colision_Vehiculos"
"217","217","Colision_Vehiculos"
"218","218","Salida_Via"
"219","219","Colision_Vehiculos"
"220","220","Colision_Vehiculos"
"221","221","Salida_Via"
"222","222","Colision_Vehiculos"
"223","223","Colision_Vehiculos"
"224","224","Salida_Via"
"225","225","Salida_Via"
"226","226","Colision_Vehiculos"
"227","227","Salida_Via"
"228","228","Colision_Vehiculos"
"229","229","Salida_Via"
"230","230","Salida_Via"
"231","231","Salida_Via"
"232","232","Colision_Vehiculos"
"233","233","Colision_Vehiculos"
"234","234","Colision_Vehiculos"
"235","235","Salida_Via"
"236","236","Salida_Via"
"237","237","Salida_Via"
"238","238","Salida_Via"
"239","239","Salida_Via"
"240","240","Colision_Vehiculos"
"241","241","Colision_Vehiculos"
"242","242","Colision_Vehiculos"
"243","243","Colision_Vehiculos"
"244","244","Colision_Vehiculos"
"245","245","Colision_Vehiculos"
"246","246","Colision_Vehiculos"
"247","247","Salida_Via"
"248","248","Colision_Vehiculos"
"249","249","Salida_Via"
"250","250","Colision_Vehiculos"
"251","251","Salida_Via"
"252","252","Colision_Vehiculos"
"253","253","Salida_Via"
"254","254","Colision_Vehiculos"
"255","255","Colision_Vehiculos"
"256","256","Salida_Via"
"257","257","Colision_Vehiculos"
"258","258","Salida_Via"
"259","259","Colision_Vehiculos"
"260","260","Salida_Via"
"261","261","Colision_Vehiculos"
"262","262","Salida_Via"
"263","263","Colision_Vehiculos"
"264","264","Colision_Vehiculos"
"265","265","Colision_Vehiculos"
"266","266","Colision_Vehiculos"
"267","267","Salida_Via"
"268","268","Colision_Vehiculos"
"269","269","Salida_Via"
"270","270","Salida_Via"
"271","271","Colision_Vehiculos"
"272","272","Colision_Vehiculos"
"273","273","Salida_Via"
"274","274","Salida_Via"
"275","275","Colision_Vehiculos"
"276","276","Colision_Vehiculos"
"277","277","Colision_Vehiculos"
"278","278","Colision_Vehiculos"
"279","279","Colision_Vehiculos"
"280","280","Colision_Vehiculos"
"281","281","Salida_Via"
"282","282","Colision_Vehiculos"
"283","283","Salida_Via"
"284","284","Salida_Via"
"285","285","Colision_Vehiculos"
"286","286","Colision_Vehiculos"
"287","287","Colision_Vehiculos"
"288","288","Colision_Vehiculos"
"289","289","Salida_Via"
"290","290","Colision_Vehiculos"
"291","291","Salida_Via"
"292","292","Colision_Vehiculos"
"293","293","Colision_Vehiculos"
"294","294","Colision_Vehiculos"
"295","295","Salida_Via"
"296","296","Salida_Via"
"297","297","Salida_Via"
"298","298","Salida_Via"
"299","299","Colision_Vehiculos"
"300","300","Salida_Via"
"301","301","Salida_Via"
"302","302","Colision_Vehiculos"
"303","303","Salida_Via"
"304","304","Colision_Vehiculos"
"305","305","Colision_Vehiculos"
"306","306","Colision_Vehiculos"
"307","307","Colision_Vehiculos"
"308","308","Colision_Vehiculos"
"309","309","Colision_Vehiculos"
"310","310","Colision_Vehiculos"
"311","311","Colision_Vehiculos"
"312","312","Salida_Via"
"313","313","Salida_Via"
"314","314","Colision_Vehiculos"
"315","315","Colision_Vehiculos"
"316","316","Colision_Vehiculos"
"317","317","Colision_Vehiculos"
"318","318","Colision_Vehiculos"
"319","319","Salida_Via"
"320","320","Salida_Via"
"321","321","Colision_Vehiculos"
"322","322","Colision_Vehiculos"
"323","323","Salida_Via"
"324","324","Colision_Vehiculos"
"325","325","Colision_Vehiculos"
"326","326","Colision_Vehiculos"
"327","327","Colision_Vehiculos"
"328","328","Salida_Via"
"329","329","Colision_Vehiculos"
"330","330","Salida_Via"
"331","331","Colision_Vehiculos"
"332","332","Salida_Via"
"333","333","Salida_Via"
"334","334","Salida_Via"
"335","335","Colision_Vehiculos"
"336","336","Salida_Via"
"337","337","Colision_Vehiculos"
"338","338","Colision_Vehiculos"
"339","339","Salida_Via"
"340","340","Colision_Vehiculos"
"341","341","Salida_Via"
"342","342","Salida_Via"
"343","343","Salida_Via"
"344","344","Salida_Via"
"345","345","Colision_Vehiculos"
"346","346","Colision_Vehiculos"
"347","347","Colision_Vehiculos"
"348","348","Colision_Vehiculos"
"349","349","Colision_Vehiculos"
"350","350","Colision_Vehiculos"
"351","351","Colision_Vehiculos"
"352","352","Colision_Vehiculos"
"353","353","Colision_Vehiculos"
"354","354","Colision_Vehiculos"
"355","355","Salida_Via"
"356","356","Salida_Via"
"357","357","Colision_Vehiculos"
"358","358","Colision_Vehiculos"
"359","359","Salida_Via"
"360","360","Colision_Vehiculos"
"361","361","Colision_Vehiculos"
"362","362","Colision_Vehiculos"
"363","363","Colision_Vehiculos"
"364","364","Colision_Vehiculos"
"365","365","Colision_Vehiculos"
"366","366","Colision_Vehiculos"
"367","367","Salida_Via"
"368","368","Salida_Via"
"369","369","Colision_Vehiculos"
"370","370","Colision_Vehiculos"
"371","371","Colision_Vehiculos"
"372","372","Colision_Vehiculos"
"373","373","Salida_Via"
"374","374","Colision_Vehiculos"
"375","375","Colision_Vehiculos"
"376","376","Salida_Via"
"377","377","Colision_Vehiculos"
"378","378","Colision_Vehiculos"
"379","379","Colision_Vehiculos"
"380","380","Salida_Via"
"381","381","Colision_Vehiculos"
"382","382","Salida_Via"
"383","383","Colision_Vehiculos"
"384","384","Salida_Via"
"385","385","Salida_Via"
"386","386","Salida_Via"
"387","387","Colision_Vehiculos"
"388","388","Salida_Via"
"389","389","Salida_Via"
"390","390","Salida_Via"
"391","391","Colision_Vehiculos"
"392","392","Salida_Via"
"393","393","Colision_Vehiculos"
"394","394","Colision_Vehiculos"
"395","395","Colision_Vehiculos"
"396","396","Colision_Vehiculos"
"397","397","Colision_Vehiculos"
"398","398","Colision_Vehiculos"
"399","399","Colision_Vehiculos"
"400","400","Salida_Via"
"401","401","Colision_Vehiculos"
"402","402","Salida_Via"
"403","403","Colision_Vehiculos"
"404","404","Salida_Via"
"405","405","Colision_Vehiculos"
"406","406","Salida_Via"
"407","407","Colision_Vehiculos"
"408","408","Salida_Via"
"409","409","Colision_Vehiculos"
"410","410","Salida_Via"
"411","411","Colision_Vehiculos"
"412","412","Colision_Vehiculos"
"413","413","Colision_Vehiculos"
"414","414","Colision_Vehiculos"
"415","415","Salida_Via"
"416","416","Salida_Via"
"417","417","Colision_Vehiculos"
"418","418","Colision_Vehiculos"
"419","419","Colision_Vehiculos"
"420","420","Colision_Vehiculos"
"421","421","Colision_Vehiculos"
"422","422","Colision_Vehiculos"
"423","423","Colision_Vehiculos"
"424","424","Colision_Vehiculos"
"425","425","Colision_Vehiculos"
"426","426","Salida_Via"
"427","427","Colision_Vehiculos"
"428","428","Colision_Vehiculos"
"429","429","Colision_Vehiculos"
"430","430","Salida_Via"
"431","431","Colision_Vehiculos"
"432","432","Salida_Via"
"433","433","Colision_Vehiculos"
"434","434","Colision_Vehiculos"
"435","435","Colision_Vehiculos"
"436","436","Colision_Vehiculos"
"437","437","Salida_Via"
"438","438","Colision_Vehiculos"
"439","439","Colision_Vehiculos"
"440","440","Colision_Vehiculos"
"441","441","Colision_Vehiculos"
"442","442","Salida_Via"
"443","443","Colision_Vehiculos"
"444","444","Salida_Via"
"445","445","Salida_Via"
"446","446","Colision_Vehiculos"
"447","447","Salida_Via"
"448","448","Colision_Vehiculos"
"449","449","Colision_Vehiculos"
"450","450","Salida_Via"
"451","451","Colision_Vehiculos"
"452","452","Colision_Vehiculos"
"453","453","Salida_Via"
"454","454","Salida_Via"
"455","455","Colision_Vehiculos"
"456","456","Colision_Vehiculos"
"457","457","Salida_Via"
"458","458","Salida_Via"
"459","459","Colision_Vehiculos"
"460","460","Colision_Vehiculos"
"461","461","Salida_Via"
"462","462","Colision_Vehiculos"
"463","463","Colision_Vehiculos"
"464","464","Colision_Vehiculos"
"465","465","Salida_Via"
"466","466","Colision_Vehiculos"
"467","467","Salida_Via"
"468","468","Salida_Via"
"469","469","Colision_Vehiculos"
"470","470","Colision_Vehiculos"
"471","471","Salida_Via"
"472","472","Salida_Via"
"473","473","Colision_Vehiculos"
"474","474","Salida_Via"
"475","475","Salida_Via"
"476","476","Colision_Vehiculos"
"477","477","Salida_Via"
"478","478","Colision_Vehiculos"
"479","479","Colision_Vehiculos"
"480","480","Colision_Vehiculos"
"481","481","Colision_Vehiculos"
"482","482","Salida_Via"
"483","483","Salida_Via"
"484","484","Salida_Via"
"485","485","Colision_Vehiculos"
"486","486","Colision_Vehiculos"
"487","487","Colision_Vehiculos"
"488","488","Salida_Via"
"489","489","Colision_Vehiculos"
"490","490","Colision_Vehiculos"
"491","491","Colision_Vehiculos"
"492","492","Salida_Via"
"493","493","Salida_Via"
"494","494","Salida_Via"
"495","495","Colision_Vehiculos"
"496","496","Salida_Via"
"497","497","Colision_Vehiculos"
"498","498","Colision_Vehiculos"
"499","499","Colision_Vehiculos"
"500","500","Salida_Via"
"501","501","Salida_Via"
"502","502","Colision_Vehiculos"
"503","503","Colision_Vehiculos"
"504","504","Colision_Vehiculos"
"505","505","Salida_Via"
"506","506","Colision_Vehiculos"
"507","507","Salida_Via"
"508","508","Colision_Vehiculos"
"509","509","Colision_Vehiculos"
"510","510","Salida_Via"
"511","511","Colision_Vehiculos"
"512","512","Salida_Via"
"513","513","Salida_Via"
"514","514","Colision_Vehiculos"
"515","515","Colision_Vehiculos"
"516","516","Salida_Via"
"517","517","Colision_Vehiculos"
"518","518","Salida_Via"
"519","519","Colision_Vehiculos"
"520","520","Colision_Vehiculos"
"521","521","Colision_Vehiculos"
"522","522","Salida_Via"
"523","523","Salida_Via"
"524","524","Salida_Via"
"525","525","Salida_Via"
"526","526","Colision_Vehiculos"
"527","527","Colision_Vehiculos"
"528","528","Colision_Vehiculos"
"529","529","Colision_Vehiculos"
"530","530","Colision_Vehiculos"
"531","531","Colision_Vehiculos"
"532","532","Salida_Via"
"533","533","Colision_Vehiculos"
"534","534","Salida_Via"
"535","535","Colision_Vehiculos"
"536","536","Colision_Vehiculos"
"537","537","Salida_Via"
"538","538","Colision_Vehiculos"
"539","539","Colision_Vehiculos"
"540","540","Colision_Vehiculos"
"541","541","Colision_Vehiculos"
"542","542","Salida_Via"
"543","543","Colision_Vehiculos"
"544","544","Colision_Vehiculos"
"545","545","Salida_Via"
"546","546","Colision_Vehiculos"
"547","547","Salida_Via"
"548","548","Salida_Via"
"549","549","Colision_Vehiculos"
"550","550","Colision_Vehiculos"
"551","551","Colision_Vehiculos"
"552","552","Colision_Vehiculos"
"553","553","Colision_Vehiculos"
"554","554","Colision_Vehiculos"
"555","555","Colision_Vehiculos"
"556","556","Salida_Via"
"557","557","Colision_Vehiculos"
"558","558","Salida_Via"
"559","559","Salida_Via"
"560","560","Salida_Via"
"561","561","Colision_Vehiculos"
"562","562","Colision_Vehiculos"
"563","563","Colision_Vehiculos"
"564","564","Colision_Vehiculos"
"565","565","Colision_Vehiculos"
"566","566","Salida_Via"
"567","567","Colision_Vehiculos"
"568","568","Colision_Vehiculos"
"569","569","Salida_Via"
"570","570","Colision_Vehiculos"
"571","571","Colision_Vehiculos"
"572","572","Colision_Vehiculos"
"573","573","Salida_Via"
"574","574","Salida_Via"
"575","575","Salida_Via"
"576","576","Colision_Vehiculos"
"577","577","Colision_Vehiculos"
"578","578","Colision_Vehiculos"
"579","579","Salida_Via"
"580","580","Colision_Vehiculos"
"581","581","Colision_Vehiculos"
"582","582","Salida_Via"
"583","583","Salida_Via"
"584","584","Salida_Via"
"585","585","Colision_Vehiculos"
"586","586","Salida_Via"
"587","587","Salida_Via"
"588","588","Salida_Via"
"589","589","Colision_Vehiculos"
"590","590","Salida_Via"
"591","591","Colision_Vehiculos"
"592","592","Salida_Via"
"593","593","Salida_Via"
"594","594","Colision_Vehiculos"
"595","595","Salida_Via"
"596","596","Colision_Vehiculos"
"597","597","Colision_Vehiculos"
"598","598","Salida_Via"
"599","599","Salida_Via"
"600","600","Salida_Via"
"601","601","Salida_Via"
"602","602","Colision_Vehiculos"
"603","603","Salida_Via"
"604","604","Salida_Via"
"605","605","Salida_Via"
"606","606","Salida_Via"
"607","607","Salida_Via"
"608","608","Colision_Vehiculos"
"609","609","Salida_Via"
"610","610","Salida_Via"
"611","611","Colision_Vehiculos"
"612","612","Colision_Vehiculos"
"613","613","Salida_Via"
"614","614","Colision_Vehiculos"
"615","615","Colision_Vehiculos"
"616","616","Colision_Vehiculos"
"617","617","Colision_Vehiculos"
"618","618","Colision_Vehiculos"
"619","619","Salida_Via"
"620","620","Colision_Vehiculos"
"621","621","Colision_Vehiculos"
"622","622","Salida_Via"
"623","623","Colision_Vehiculos"
"624","624","Colision_Vehiculos"
"625","625","Colision_Vehiculos"
"626","626","Salida_Via"
"627","627","Colision_Vehiculos"
"628","628","Colision_Vehiculos"
"629","629","Salida_Via"
"630","630","Salida_Via"
"631","631","Colision_Vehiculos"
"632","632","Colision_Vehiculos"
"633","633","Colision_Vehiculos"
"634","634","Salida_Via"
"635","635","Colision_Vehiculos"
"636","636","Colision_Vehiculos"
"637","637","Salida_Via"
"638","638","Salida_Via"
"639","639","Colision_Vehiculos"
"640","640","Salida_Via"
"641","641","Colision_Vehiculos"
"642","642","Salida_Via"
"643","643","Salida_Via"
"644","644","Colision_Vehiculos"
"645","645","Colision_Vehiculos"
"646","646","Salida_Via"
"647","647","Colision_Vehiculos"
"648","648","Salida_Via"
"649","649","Colision_Vehiculos"
"650","650","Salida_Via"
"651","651","Salida_Via"
"652","652","Colision_Vehiculos"
"653","653","Colision_Vehiculos"
"654","654","Salida_Via"
"655","655","Colision_Vehiculos"
"656","656","Colision_Vehiculos"
"657","657","Colision_Vehiculos"
"658","658","Salida_Via"
"659","659","Colision_Vehiculos"
"660","660","Colision_Vehiculos"
"661","661","Salida_Via"
"662","662","Colision_Vehiculos"
"663","663","Colision_Vehiculos"
"664","664","Salida_Via"
"665","665","Colision_Vehiculos"
"666","666","Colision_Vehiculos"
"667","667","Colision_Vehiculos"
"668","668","Colision_Vehiculos"
"669","669","Salida_Via"
"670","670","Colision_Vehiculos"
"671","671","Salida_Via"
"672","672","Colision_Vehiculos"
"673","673","Colision_Vehiculos"
"674","674","Colision_Vehiculos"
"675","675","Salida_Via"
"676","676","Colision_Vehiculos"
"677","677","Colision_Vehiculos"
"678","678","Colision_Vehiculos"
"679","679","Colision_Vehiculos"
"680","680","Colision_Vehiculos"
"681","681","Colision_Vehiculos"
"682","682","Salida_Via"
"683","683","Colision_Vehiculos"
"684","684","Salida_Via"
"685","685","Colision_Vehiculos"
"686","686","Salida_Via"
"687","687","Salida_Via"
"688","688","Colision_Vehiculos"
"689","689","Colision_Vehiculos"
"690","690","Salida_Via"
"691","691","Colision_Vehiculos"
"692","692","Colision_Vehiculos"
"693","693","Colision_Vehiculos"
"694","694","Colision_Vehiculos"
"695","695","Colision_Vehiculos"
"696","696","Colision_Vehiculos"
"697","697","Colision_Vehiculos"
"698","698","Colision_Vehiculos"
"699","699","Colision_Vehiculos"
"700","700","Colision_Vehiculos"
"701","701","Colision_Vehiculos"
"702","702","Salida_Via"
"703","703","Colision_Vehiculos"
"704","704","Colision_Vehiculos"
"705","705","Colision_Vehiculos"
"706","706","Salida_Via"
"707","707","Colision_Vehiculos"
"708","708","Colision_Vehiculos"
"709","709","Colision_Vehiculos"
"710","710","Salida_Via"
"711","711","Colision_Vehiculos"
"712","712","Salida_Via"
"713","713","Colision_Vehiculos"
"714","714","Salida_Via"
"715","715","Salida_Via"
"716","716","Colision_Vehiculos"
"717","717","Colision_Vehiculos"
"718","718","Colision_Vehiculos"
"719","719","Salida_Via"
"720","720","Salida_Via"
"721","721","Salida_Via"
"722","722","Colision_Vehiculos"
"723","723","Colision_Vehiculos"
"724","724","Salida_Via"
"725","725","Salida_Via"
"726","726","Salida_Via"
"727","727","Salida_Via"
"728","728","Colision_Vehiculos"
"729","729","Colision_Vehiculos"
"730","730","Colision_Vehiculos"
"731","731","Colision_Vehiculos"
"732","732","Colision_Vehiculos"
"733","733","Salida_Via"
"734","734","Colision_Vehiculos"
"735","735","Colision_Vehiculos"
"736","736","Salida_Via"
"737","737","Salida_Via"
"738","738","Colision_Vehiculos"
"739","739","Colision_Vehiculos"
"740","740","Colision_Vehiculos"
"741","741","Salida_Via"
"742","742","Colision_Vehiculos"
"743","743","Colision_Vehiculos"
"744","744","Colision_Vehiculos"
"745","745","Salida_Via"
"746","746","Salida_Via"
"747","747","Salida_Via"
"748","748","Colision_Vehiculos"
"749","749","Colision_Vehiculos"
"750","750","Salida_Via"
"751","751","Colision_Vehiculos"
"752","752","Salida_Via"
"753","753","Colision_Vehiculos"
"754","754","Colision_Vehiculos"
"755","755","Salida_Via"
"756","756","Salida_Via"
"757","757","Colision_Vehiculos"
"758","758","Colision_Vehiculos"
"759","759","Colision_Vehiculos"
"760","760","Colision_Vehiculos"
"761","761","Colision_Vehiculos"
"762","762","Colision_Vehiculos"
"763","763","Colision_Vehiculos"
"764","764","Colision_Vehiculos"
"765","765","Colision_Vehiculos"
"766","766","Colision_Vehiculos"
"767","767","Salida_Via"
"768","768","Colision_Vehiculos"
"769","769","Salida_Via"
"770","770","Colision_Vehiculos"
"771","771","Colision_Vehiculos"
"772","772","Colision_Vehiculos"
"773","773","Colision_Vehiculos"
"774","774","Colision_Vehiculos"
"775","775","Colision_Vehiculos"
"776","776","Colision_Vehiculos"
"777","777","Salida_Via"
"778","778","Colision_Vehiculos"
"779","779","Salida_Via"
"780","780","Colision_Vehiculos"
"781","781","Salida_Via"
"782","782","Colision_Vehiculos"
"783","783","Salida_Via"
"784","784","Colision_Vehiculos"
"785","785","Colision_Vehiculos"
"786","786","Salida_Via"
"787","787","Colision_Vehiculos"
"788","788","Colision_Vehiculos"
"789","789","Salida_Via"
"790","790","Colision_Vehiculos"
"791","791","Colision_Vehiculos"
"792","792","Salida_Via"
"793","793","Salida_Via"
"794","794","Salida_Via"
"795","795","Salida_Via"
"796","796","Colision_Vehiculos"
"797","797","Colision_Vehiculos"
"798","798","Colision_Vehiculos"
"799","799","Colision_Vehiculos"
"800","800","Salida_Via"
"801","801","Salida_Via"
"802","802","Salida_Via"
"803","803","Colision_Vehiculos"
"804","804","Colision_Vehiculos"
"805","805","Salida_Via"
"806","806","Colision_Vehiculos"
"807","807","Salida_Via"
"808","808","Salida_Via"
"809","809","Salida_Via"
"810","810","Salida_Via"
"811","811","Salida_Via"
"812","812","Colision_Vehiculos"
"813","813","Colision_Vehiculos"
"814","814","Colision_Vehiculos"
"815","815","Salida_Via"
"816","816","Salida_Via"
"817","817","Colision_Vehiculos"
"818","818","Salida_Via"
"819","819","Colision_Vehiculos"
"820","820","Colision_Vehiculos"
"821","821","Salida_Via"
"822","822","Salida_Via"
"823","823","Colision_Vehiculos"
"824","824","Colision_Vehiculos"
"825","825","Salida_Via"
"826","826","Colision_Vehiculos"
"827","827","Salida_Via"
"828","828","Salida_Via"
"829","829","Salida_Via"
"830","830","Colision_Vehiculos"
"831","831","Salida_Via"
"832","832","Salida_Via"
"833","833","Salida_Via"
"834","834","Colision_Vehiculos"
"835","835","Salida_Via"
"836","836","Salida_Via"
"837","837","Colision_Vehiculos"
"838","838","Colision_Vehiculos"
"839","839","Colision_Vehiculos"
"840","840","Colision_Vehiculos"
"841","841","Colision_Vehiculos"
"842","842","Colision_Vehiculos"
"843","843","Colision_Vehiculos"
"844","844","Colision_Vehiculos"
"845","845","Colision_Vehiculos"
"846","846","Salida_Via"
"847","847","Colision_Vehiculos"
"848","848","Colision_Vehiculos"
"849","849","Salida_Via"
"850","850","Colision_Vehiculos"
"851","851","Colision_Vehiculos"
"852","852","Colision_Vehiculos"
"853","853","Salida_Via"
"854","854","Salida_Via"
"855","855","Salida_Via"
"856","856","Salida_Via"
"857","857","Salida_Via"
"858","858","Salida_Via"
"859","859","Salida_Via"
"860","860","Salida_Via"
"861","861","Salida_Via"
"862","862","Colision_Vehiculos"
"863","863","Colision_Vehiculos"
"864","864","Colision_Vehiculos"
"865","865","Salida_Via"
"866","866","Colision_Vehiculos"
"867","867","Salida_Via"
"868","868","Colision_Vehiculos"
"869","869","Colision_Vehiculos"
"870","870","Colision_Vehiculos"
"871","871","Colision_Vehiculos"
"872","872","Salida_Via"
"873","873","Colision_Vehiculos"
"874","874","Colision_Vehiculos"
"875","875","Colision_Vehiculos"
"876","876","Salida_Via"
"877","877","Colision_Vehiculos"
"878","878","Salida_Via"
"879","879","Colision_Vehiculos"
"880","880","Salida_Via"
"881","881","Colision_Vehiculos"
"882","882","Colision_Vehiculos"
"883","883","Salida_Via"
"884","884","Colision_Vehiculos"
"885","885","Salida_Via"
"886","886","Colision_Vehiculos"
"887","887","Salida_Via"
"888","888","Colision_Vehiculos"
"889","889","Salida_Via"
"890","890","Colision_Vehiculos"
"891","891","Colision_Vehiculos"
"892","892","Salida_Via"
"893","893","Colision_Vehiculos"
"894","894","Salida_Via"
"895","895","Salida_Via"
"896","896","Colision_Vehiculos"
"897","897","Salida_Via"
"898","898","Colision_Vehiculos"
"899","899","Salida_Via"
"900","900","Salida_Via"
"901","901","Salida_Via"
"902","902","Salida_Via"
"903","903","Colision_Vehiculos"
"904","904","Colision_Vehiculos"
